"","cell","proj_id","treatment","mark","rep","desc","prog","dlink","urltex"
"64","DTCs","http://egg2.wustl.edu/roadmap/web_portal/meta.html","H1BMP4DerivedTrophoblastCulturedCells","ESCDerived","CL","UCSD-lab","MACS-v2.0.10","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG00064&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG00064"
"65","DTCs","http://egg2.wustl.edu/roadmap/web_portal/meta.html","H1BMP4DerivedTrophoblastCulturedCells","ESCDerived","CL","UCSD-lab","MACS-v2.0.10","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG00065&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG00065"
"66","DTCs","http://egg2.wustl.edu/roadmap/web_portal/meta.html","H1BMP4DerivedTrophoblastCulturedCells","ESCDerived","CL","UCSD-lab","MACS-v2.0.10","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG00066&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG00066"
"67","DTCs","http://egg2.wustl.edu/roadmap/web_portal/meta.html","H1BMP4DerivedTrophoblastCulturedCells","ESCDerived","CL","UCSD-lab","MACS-v2.0.10","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG00067&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG00067"
"68","DTCs","http://egg2.wustl.edu/roadmap/web_portal/meta.html","H1BMP4DerivedTrophoblastCulturedCells","ESCDerived","CL","UCSD-lab","MACS-v2.0.10","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG00068&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG00068"
"69","DTCs","http://egg2.wustl.edu/roadmap/web_portal/meta.html","H1BMP4DerivedTrophoblastCulturedCells","ESCDerived","CL","UCSD-lab","MACS-v2.0.10","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG00069&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG00069"
"70","DTCs","http://egg2.wustl.edu/roadmap/web_portal/meta.html","H1BMP4DerivedTrophoblastCulturedCells","ESCDerived","CL","UCSD-lab","MACS-v2.0.10","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG00070&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG00070"
"71","DTCs","http://egg2.wustl.edu/roadmap/web_portal/meta.html","H1BMP4DerivedTrophoblastCulturedCells","ESCDerived","CL","UCSD-lab","MACS-v2.0.10","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG00071&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG00071"
"72","DTCs","http://egg2.wustl.edu/roadmap/web_portal/meta.html","H1BMP4DerivedTrophoblastCulturedCells","ESCDerived","CL","UCSD-lab","MACS-v2.0.10","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG00072&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG00072"
"73","DTCs","http://egg2.wustl.edu/roadmap/web_portal/meta.html","H1BMP4DerivedTrophoblastCulturedCells","ESCDerived","CL","UCSD-lab","MACS-v2.0.10","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG00073&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG00073"
"74","DTCs","http://egg2.wustl.edu/roadmap/web_portal/meta.html","H1BMP4DerivedTrophoblastCulturedCells","ESCDerived","CL","UCSD-lab","MACS-v2.0.10","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG00074&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG00074"
"75","DTCs","http://egg2.wustl.edu/roadmap/web_portal/meta.html","H1BMP4DerivedTrophoblastCulturedCells","ESCDerived","CL","UCSD-lab","MACS-v2.0.10","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG00075&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG00075"
"76","DTCs","http://egg2.wustl.edu/roadmap/web_portal/meta.html","H1BMP4DerivedTrophoblastCulturedCells","ESCDerived","CL","UCSD-lab","MACS-v2.0.10","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG00076&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG00076"
"77","DTCs","http://egg2.wustl.edu/roadmap/web_portal/meta.html","H1BMP4DerivedTrophoblastCulturedCells","ESCDerived","CL","UCSD-lab","MACS-v2.0.10","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG00077&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG00077"
"78","DTCs","http://egg2.wustl.edu/roadmap/web_portal/meta.html","H1BMP4DerivedTrophoblastCulturedCells","ESCDerived","CL","UCSD-lab","MACS-v2.0.10","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG00078&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG00078"
"79","DTCs","http://egg2.wustl.edu/roadmap/web_portal/meta.html","H1BMP4DerivedTrophoblastCulturedCells","ESCDerived","CL","UCSD-lab","MACS-v2.0.10","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG00079&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG00079"
"80","DMSCs","http://egg2.wustl.edu/roadmap/web_portal/meta.html","H1DerivedMesenchymalStemCells","ESCDerived","CL","UCSD-lab","MACS-v2.0.10","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG00080&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG00080"
"81","DMSCs","http://egg2.wustl.edu/roadmap/web_portal/meta.html","H1DerivedMesenchymalStemCells","ESCDerived","CL","UCSD-lab","MACS-v2.0.10","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG00081&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG00081"
"82","DMSCs","http://egg2.wustl.edu/roadmap/web_portal/meta.html","H1DerivedMesenchymalStemCells","ESCDerived","CL","UCSD-lab","MACS-v2.0.10","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG00082&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG00082"
"83","DMSCs","http://egg2.wustl.edu/roadmap/web_portal/meta.html","H1DerivedMesenchymalStemCells","ESCDerived","CL","UCSD-lab","MACS-v2.0.10","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG00083&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG00083"
"84","DMSCs","http://egg2.wustl.edu/roadmap/web_portal/meta.html","H1DerivedMesenchymalStemCells","ESCDerived","CL","UCSD-lab","MACS-v2.0.10","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG00084&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG00084"
"85","DMSCs","http://egg2.wustl.edu/roadmap/web_portal/meta.html","H1DerivedMesenchymalStemCells","ESCDerived","CL","UCSD-lab","MACS-v2.0.10","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG00085&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG00085"
"86","DMSCs","http://egg2.wustl.edu/roadmap/web_portal/meta.html","H1DerivedMesenchymalStemCells","ESCDerived","CL","UCSD-lab","MACS-v2.0.10","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG00086&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG00086"
"87","DMSCs","http://egg2.wustl.edu/roadmap/web_portal/meta.html","H1DerivedMesenchymalStemCells","ESCDerived","CL","UCSD-lab","MACS-v2.0.10","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG00087&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG00087"
"88","DMSCs","http://egg2.wustl.edu/roadmap/web_portal/meta.html","H1DerivedMesenchymalStemCells","ESCDerived","CL","UCSD-lab","MACS-v2.0.10","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG00088&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG00088"
"89","DMSCs","http://egg2.wustl.edu/roadmap/web_portal/meta.html","H1DerivedMesenchymalStemCells","ESCDerived","CL","UCSD-lab","MACS-v2.0.10","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG00089&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG00089"
"90","DMSCs","http://egg2.wustl.edu/roadmap/web_portal/meta.html","H1DerivedMesenchymalStemCells","ESCDerived","CL","UCSD-lab","MACS-v2.0.10","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG00090&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG00090"
"91","DMSCs","http://egg2.wustl.edu/roadmap/web_portal/meta.html","H1DerivedMesenchymalStemCells","ESCDerived","CL","UCSD-lab","MACS-v2.0.10","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG00091&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG00091"
"92","DMSCs","http://egg2.wustl.edu/roadmap/web_portal/meta.html","H1DerivedMesenchymalStemCells","ESCDerived","CL","UCSD-lab","MACS-v2.0.10","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG00092&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG00092"
"93","DMSCs","http://egg2.wustl.edu/roadmap/web_portal/meta.html","H1DerivedMesenchymalStemCells","ESCDerived","CL","UCSD-lab","MACS-v2.0.10","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG00093&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG00093"
"94","DMSCs","http://egg2.wustl.edu/roadmap/web_portal/meta.html","H1DerivedMesenchymalStemCells","ESCDerived","CL","UCSD-lab","MACS-v2.0.10","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG00094&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG00094"
"95","DMSCs","http://egg2.wustl.edu/roadmap/web_portal/meta.html","H1DerivedMesenchymalStemCells","ESCDerived","CL","UCSD-lab","MACS-v2.0.10","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG00095&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG00095"
"96","DMSCs","http://egg2.wustl.edu/roadmap/web_portal/meta.html","H1DerivedMesenchymalStemCells","ESCDerived","CL","UCSD-lab","MACS-v2.0.10","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG00096&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG00096"
"97","DMSCs","http://egg2.wustl.edu/roadmap/web_portal/meta.html","H1DerivedMesenchymalStemCells","ESCDerived","CL","UCSD-lab","MACS-v2.0.10","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG00097&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG00097"
"98","DMSCs","http://egg2.wustl.edu/roadmap/web_portal/meta.html","H1DerivedMesenchymalStemCells","ESCDerived","CL","UCSD-lab","MACS-v2.0.10","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG00098&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG00098"
"99","DMSCs","http://egg2.wustl.edu/roadmap/web_portal/meta.html","H1DerivedMesenchymalStemCells","ESCDerived","CL","UCSD-lab","MACS-v2.0.10","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG00099&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG00099"
"100","DNPCs","http://egg2.wustl.edu/roadmap/web_portal/meta.html","H1DerivedNeuronalProgenitorCulturedCells","ESCDerived","CL","UCSD-lab","MACS-v2.0.10","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG00100&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG00100"
"101","DNPCs","http://egg2.wustl.edu/roadmap/web_portal/meta.html","H1DerivedNeuronalProgenitorCulturedCells","ESCDerived","CL","UCSD-lab","MACS-v2.0.10","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG00101&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG00101"
"102","DNPCs","http://egg2.wustl.edu/roadmap/web_portal/meta.html","H1DerivedNeuronalProgenitorCulturedCells","ESCDerived","CL","UCSD-lab","MACS-v2.0.10","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG00102&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG00102"
"103","DNPCs","http://egg2.wustl.edu/roadmap/web_portal/meta.html","H1DerivedNeuronalProgenitorCulturedCells","ESCDerived","CL","UCSD-lab","MACS-v2.0.10","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG00103&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG00103"
"104","DNPCs","http://egg2.wustl.edu/roadmap/web_portal/meta.html","H1DerivedNeuronalProgenitorCulturedCells","ESCDerived","CL","UCSD-lab","MACS-v2.0.10","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG00104&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG00104"
"105","DNPCs","http://egg2.wustl.edu/roadmap/web_portal/meta.html","H1DerivedNeuronalProgenitorCulturedCells","ESCDerived","CL","UCSD-lab","MACS-v2.0.10","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG00105&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG00105"
"106","DNPCs","http://egg2.wustl.edu/roadmap/web_portal/meta.html","H1DerivedNeuronalProgenitorCulturedCells","ESCDerived","CL","UCSD-lab","MACS-v2.0.10","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG00106&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG00106"
"107","DNPCs","http://egg2.wustl.edu/roadmap/web_portal/meta.html","H1DerivedNeuronalProgenitorCulturedCells","ESCDerived","CL","UCSD-lab","MACS-v2.0.10","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG00107&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG00107"
"108","DNPCs","http://egg2.wustl.edu/roadmap/web_portal/meta.html","H1DerivedNeuronalProgenitorCulturedCells","ESCDerived","CL","UCSD-lab","MACS-v2.0.10","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG00108&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG00108"
"109","DNPCs","http://egg2.wustl.edu/roadmap/web_portal/meta.html","H1DerivedNeuronalProgenitorCulturedCells","ESCDerived","CL","UCSD-lab","MACS-v2.0.10","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG00109&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG00109"
"110","DNPCs","http://egg2.wustl.edu/roadmap/web_portal/meta.html","H1DerivedNeuronalProgenitorCulturedCells","ESCDerived","CL","UCSD-lab","MACS-v2.0.10","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG00110&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG00110"
"111","DNPCs","http://egg2.wustl.edu/roadmap/web_portal/meta.html","H1DerivedNeuronalProgenitorCulturedCells","ESCDerived","CL","UCSD-lab","MACS-v2.0.10","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG00111&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG00111"
"112","DNPCs","http://egg2.wustl.edu/roadmap/web_portal/meta.html","H1DerivedNeuronalProgenitorCulturedCells","ESCDerived","CL","UCSD-lab","MACS-v2.0.10","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG00112&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG00112"
"113","DNPCs","http://egg2.wustl.edu/roadmap/web_portal/meta.html","H1DerivedNeuronalProgenitorCulturedCells","ESCDerived","CL","UCSD-lab","MACS-v2.0.10","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG00113&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG00113"
"114","DNPCs","http://egg2.wustl.edu/roadmap/web_portal/meta.html","H1DerivedNeuronalProgenitorCulturedCells","ESCDerived","CL","UCSD-lab","MACS-v2.0.10","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG00114&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG00114"
"115","DNPCs","http://egg2.wustl.edu/roadmap/web_portal/meta.html","H1DerivedNeuronalProgenitorCulturedCells","ESCDerived","CL","UCSD-lab","MACS-v2.0.10","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG00115&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG00115"
"116","DNPCs","http://egg2.wustl.edu/roadmap/web_portal/meta.html","H1DerivedNeuronalProgenitorCulturedCells","ESCDerived","CL","UCSD-lab","MACS-v2.0.10","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG00116&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG00116"
"117","DNPCs","http://egg2.wustl.edu/roadmap/web_portal/meta.html","H1DerivedNeuronalProgenitorCulturedCells","ESCDerived","CL","UCSD-lab","MACS-v2.0.10","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG00117&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG00117"
